"ConditionName","ConditionSNOMED","PathogenName","PathogenTaxonID","Fatalities","CountryName","CountryISO","Admin1Name","Admin1ISO","Admin2Name","CityName","PeriodStartDate","PeriodEndDate","PartOfCumulativeCountSeries","AgeRange","Subpopulation","PlaceOfAcquisition","DiagnosisCertainty","SourceName","CountValue"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2009-01-04","2009-12-26","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","8"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2009-01-04","2010-01-02","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","8"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2010-01-03","2010-04-10","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","21"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2012-01-01","2012-07-14","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2012-01-01","2012-07-21","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","5"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2012-01-01","2012-07-28","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","12"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2012-01-01","2012-08-04","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","18"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2012-01-01","2012-08-11","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","40"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2012-01-01","2012-08-18","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","48"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2012-01-01","2012-08-25","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","54"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2012-01-01","2012-09-01","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","70"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2012-01-01","2012-09-08","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","78"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2012-01-01","2012-09-15","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","80"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2012-01-01","2012-09-22","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","87"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2012-01-01","2012-09-29","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","90"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2012-01-01","2012-10-06","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","94"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2012-01-01","2012-10-13","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","94"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2012-01-01","2012-10-20","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","97"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2012-01-01","2012-10-27","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","98"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2012-01-01","2012-11-03","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","98"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2012-01-01","2012-11-10","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","98"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2012-01-01","2012-11-17","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","98"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2012-01-01","2012-11-24","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","100"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2012-01-01","2012-12-01","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","101"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2012-01-01","2012-12-08","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","101"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2012-01-01","2012-12-15","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","101"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2012-01-01","2012-12-22","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","101"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2012-01-01","2012-12-29","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","101"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2012-12-30","2013-08-24","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2012-12-30","2013-08-31","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","4"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2012-12-30","2013-09-07","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","5"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2012-12-30","2013-09-14","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","13"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2012-12-30","2013-09-21","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","19"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2012-12-30","2013-09-28","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","31"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2012-12-30","2013-10-05","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","31"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2012-12-30","2013-10-12","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","31"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2012-12-30","2013-10-19","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","31"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2012-12-30","2013-10-26","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","39"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2012-12-30","2013-11-02","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","40"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2012-12-30","2013-11-09","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","45"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2012-12-30","2013-11-16","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","46"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2012-12-30","2013-11-23","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","46"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2012-12-30","2013-11-30","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","51"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2012-12-30","2013-12-07","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","51"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2012-12-30","2013-12-14","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","51"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2012-12-30","2013-12-21","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","52"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2012-12-30","2013-12-28","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","59"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2014-01-01","2014-07-12","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2013-12-29","2014-07-12","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2014-01-01","2014-07-19","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2013-12-29","2014-07-19","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2014-01-01","2014-07-26","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2013-12-29","2014-07-26","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2014-01-01","2014-08-02","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2013-12-29","2014-08-02","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2014-01-01","2014-08-09","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2014-01-01","2014-08-16","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2014-01-01","2014-08-23","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2014-01-01","2014-08-30","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2014-01-01","2014-09-06","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2014-01-01","2014-09-13","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2014-01-01","2014-09-20","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","5"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2014-01-01","2014-09-27","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","5"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2014-01-01","2014-10-04","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","5"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2014-01-01","2014-10-11","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","5"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2014-01-01","2014-10-18","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","5"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2014-01-01","2014-10-25","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","7"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2014-01-01","2014-11-01","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","7"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2014-01-01","2014-11-08","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","8"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2014-01-01","2014-11-15","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","8"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2014-01-01","2014-11-22","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","8"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2014-01-01","2014-11-29","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","8"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2014-01-01","2014-12-06","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","8"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2014-01-01","2014-12-13","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","8"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2014-01-01","2014-12-20","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","8"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2014-01-01","2014-12-27","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","8"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2014-01-01","2015-01-03","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","9"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2015-01-01","2015-07-11","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2015-01-01","2015-07-18","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2015-01-01","2015-07-25","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2015-01-01","2015-08-01","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2015-01-01","2015-08-08","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","4"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2015-01-01","2015-08-15","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","4"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2015-01-01","2015-08-22","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","4"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2015-01-01","2015-08-29","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","4"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2015-01-01","2015-09-05","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","10"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2015-01-01","2015-09-12","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","12"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2015-01-01","2015-09-19","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","16"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2015-01-01","2015-09-26","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","39"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2015-01-01","2015-10-03","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","25"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2015-01-01","2015-10-10","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","31"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2015-01-01","2015-10-17","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","31"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2015-01-01","2015-10-24","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","31"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2015-01-01","2015-10-31","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","36"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2015-01-01","2015-11-07","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","36"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2015-01-01","2015-11-14","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","41"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2015-01-01","2015-11-21","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","43"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2015-01-01","2015-11-28","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","43"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2015-01-01","2015-12-05","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","43"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2015-01-01","2015-12-12","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","43"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2015-01-01","2015-12-19","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","44"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2015-01-01","2015-12-26","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","44"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2015-01-01","2016-01-02","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","44"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2016-01-01","2016-06-11","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2016-01-01","2016-06-18","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2016-01-01","2016-06-25","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2016-01-01","2016-07-02","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2016-01-01","2016-07-09","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OKLAHOMA","US-OK","NA","NA","2016-01-01","2016-07-16","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
